breed,image_path,Question,Answer,question_type
African Wild Dog,train/African Wild Dog/098.jpg,How much exercise does a African Wild Dog need daily?,"To keep a African Wild Dog in top shape, regular a mix of exercise and grooming is recommended.",care
African Wild Dog,train/African Wild Dog/099.jpg,How does a African Wild Dog perform in dog sports or work roles?,The African Wild Dog excels in herding skills and is known for intelligence.,performance
African Wild Dog,train/African Wild Dog/100.jpg,How much exercise does a African Wild Dog need daily?,"To keep a African Wild Dog in top shape, regular tailored nutrition is recommended.",care
African Wild Dog,train/African Wild Dog/101.jpg,How does a African Wild Dog perform in dog sports or work roles?,"Historically, African Wild Dogs have performed well in obedience sports.",performance
African Wild Dog,train/African Wild Dog/102.jpg,What makes a African Wild Dog suitable for families?,"With its versatile temperament, the African Wild Dog is better for solo owners.",suitability
African Wild Dog,train/African Wild Dog/103.jpg,What unique challenges come with training a African Wild Dog?,This breed stands out due to its gentle disposition and guarding.,general
African Wild Dog,train/African Wild Dog/104.jpg,What unique challenges come with training a African Wild Dog?,This breed stands out due to its keen senses and tracking.,general
African Wild Dog,train/African Wild Dog/105.jpg,How does the African Wild Dog's temperament make it unique?,"African Wild Dogs are generally curious, which makes them prefer quiet environments.",temperament
African Wild Dog,train/African Wild Dog/106.jpg,What are the defining physical features of a African Wild Dog?,The African Wild Dog is unique for its blend of athletic and loyal traits.,general
African Wild Dog,train/African Wild Dog/107.jpg,How much exercise does a African Wild Dog need daily?,"To keep a African Wild Dog in top shape, regular tailored nutrition is recommended.",care
African Wild Dog,train/African Wild Dog/108.jpg,What are the defining physical features of a African Wild Dog?,African Wild Dogs are known for their intelligence and intuitive nature.,general
African Wild Dog,train/African Wild Dog/109.jpg,What grooming requirements are specific to a African Wild Dog?,The African Wild Dog is unique for its blend of agile and curious traits.,general
Airedale,train/Airedale/001.jpg,How does the Airedale interact with unfamiliar people and animals?,"A versatile breed, the Airedale combines gentleness with keen intelligence.",general
Airedale,train/Airedale/002.jpg,What are the defining physical features of a Airedale?,Airedales are known for their endurance and intuitive nature.,general
Airedale,train/Airedale/003.jpg,What are the defining physical features of a Airedale?,The Airedale is unique for its blend of athletic and loyal traits.,general
Airedale,train/Airedale/004.jpg,What grooming requirements are specific to a Airedale?,Airedales are known for their endurance and intuitive nature.,general
Airedale,train/Airedale/005.jpg,How does the Airedale's temperament make it unique?,"With a balanced disposition, the Airedale fits well with experienced handlers.",temperament
Airedale,train/Airedale/006.jpg,How does a Airedale perform in dog sports or work roles?,The Airedale excels in hunting expertise and is known for intelligence.,performance
Airedale,train/Airedale/007.jpg,What unique challenges come with training a Airedale?,Airedales are known for their endurance and unwavering loyalty.,general
Airedale,train/Airedale/008.jpg,How does the Airedale's coat affect its care needs?,A defining characteristic of the Airedale is its short fur and striped coat.,appearance
Airedale,train/Airedale/009.jpg,What grooming requirements are specific to a Airedale?,The Airedale is unique for its blend of agile and curious traits.,general
Airedale,train/Airedale/010.jpg,How does the Airedale interact with unfamiliar people and animals?,The Airedale is unique for its blend of athletic and loyal traits.,general
Airedale,train/Airedale/011.jpg,What grooming requirements are specific to a Airedale?,"A versatile breed, the Airedale combines adaptability with strong instincts.",general
Airedale,train/Airedale/012.jpg,How does the Airedale's coat affect its care needs?,"This breed stands out due to its 15 inches, 25 lbs, and broad chest.",appearance
Airedale,train/Airedale/013.jpg,What grooming requirements are specific to a Airedale?,Airedales are known for their intelligence and playful energy.,general
Airedale,train/Airedale/014.jpg,What are the defining physical features of a Airedale?,Airedales are known for their intelligence and playful energy.,general
Airedale,train/Airedale/015.jpg,What makes a Airedale suitable for families?,Airedales are good with children with children and in rural homes.,suitability
Airedale,train/Airedale/016.jpg,How does a Airedale perform in dog sports or work roles?,This breed is valued for its stamina and search and rescue.,performance
Airedale,train/Airedale/017.jpg,What are the defining physical features of a Airedale?,"A versatile breed, the Airedale combines courage with strong instincts.",general
Airedale,train/Airedale/018.jpg,What makes a Airedale suitable or unsuitable for first-time owners?,This breed stands out due to its keen senses and guarding.,general
Airedale,train/Airedale/019.jpg,What grooming requirements are specific to a Airedale?,Airedales are known for their loyalty and intuitive nature.,general
Airedale,train/Airedale/020.jpg,What makes a Airedale suitable for families?,Airedales are sensitive to strangers with children and in city apartments.,suitability
Airedale,train/Airedale/021.jpg,What are the defining physical features of a Airedale?,"A versatile breed, the Airedale combines courage with keen intelligence.",general
Airedale,train/Airedale/022.jpg,What grooming requirements are specific to a Airedale?,This breed stands out due to its keen senses and guarding.,general
Airedale,train/Airedale/023.jpg,What are the most recognizable personality traits of a Airedale?,"The Airedale is known for its protective nature, making it an excellent family pet.",temperament
Airedale,train/Airedale/024.jpg,What unique challenges come with training a Airedale?,Airedales are known for their endurance and playful energy.,general
Airedale,train/Airedale/025.jpg,How much exercise does a Airedale need daily?,"To keep a Airedale in top shape, regular tailored nutrition is recommended.",care
Airedale,train/Airedale/026.jpg,How does the Airedale interact with unfamiliar people and animals?,"A versatile breed, the Airedale combines adaptability with playful nature.",general
Airedale,train/Airedale/027.jpg,How does the Airedale interact with unfamiliar people and animals?,"A versatile breed, the Airedale combines adaptability with strong instincts.",general
Airedale,train/Airedale/028.jpg,What makes a Airedale suitable or unsuitable for first-time owners?,Airedales are known for their intelligence and unwavering loyalty.,general
Airedale,train/Airedale/029.jpg,What grooming requirements are specific to a Airedale?,Airedales are known for their intelligence and playful energy.,general
Airedale,train/Airedale/030.jpg,What makes a Airedale suitable or unsuitable for first-time owners?,This breed stands out due to its keen senses and guarding.,general
Airedale,train/Airedale/031.jpg,How does the Airedale's coat affect its care needs?,"This breed stands out due to its 15 inches, 80 lbs, and sharp muzzle.",appearance
Airedale,train/Airedale/032.jpg,How does the Airedale's temperament make it unique?,"This breed exhibits a intelligent personality, thriving in wide-open spaces.",temperament
Airedale,train/Airedale/033.jpg,How much exercise does a Airedale need daily?,The Airedale requires intense activity and minimal grooming to stay healthy.,care
Airedale,train/Airedale/034.jpg,What unique challenges come with training a Airedale?,This breed stands out due to its keen senses and guarding.,general
Airedale,train/Airedale/035.jpg,What unique challenges come with training a Airedale?,The Airedale is unique for its blend of agile and curious traits.,general
Airedale,train/Airedale/036.jpg,How does the Airedale interact with unfamiliar people and animals?,This breed stands out due to its keen senses and guarding.,general
